status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,class
A12,9.0,A31,A42,1501.0,A62,A72,3.0,A92,A101,4.0,A123,34.0,A141,A151,1.0,A174,1.0,A192,2.0
A11,18.0,A32,A42,362.0,A61,A73,2.0,A92,A101,4.0,A123,29.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,15.0,A32,A49,806.0,A61,A73,4.0,A93,A101,2.0,A122,22.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,12.0,A34,A41,671.0,A61,A75,4.0,A93,A101,4.0,A122,65.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,37.0,A32,A41,7228.0,A65,A71,1.0,A92,A101,4.0,A123,39.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,12.0,A34,A48,937.0,A61,A74,4.0,A93,A101,3.0,A121,48.0,A143,A152,2.0,A172,1.0,A191,1.0
A11,36.0,A32,A40,3249.0,A61,A74,4.0,A93,A101,2.0,A123,39.0,A143,A152,1.0,A174,1.0,A192,1.0
A12,6.0,A32,A43,590.0,A61,A72,3.0,A94,A101,3.0,A122,26.0,A143,A152,1.0,A172,1.0,A191,1.0
A12,30.0,A32,A43,2991.0,A65,A73,2.0,A94,A101,1.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,12.0,A32,A45,639.0,A61,A73,4.0,A93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,18.0,A32,A43,1474.0,A62,A72,4.0,A94,A101,1.0,A121,33.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,9.0,A32,A43,1478.0,A61,A74,4.0,A93,A101,2.0,A123,22.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,12.0,A34,A41,1258.0,A64,A75,4.0,A92,A101,4.0,A123,57.0,A143,A151,1.0,A173,1.0,A191,1.0
A11,27.0,A32,A49,2522.0,A61,A75,1.0,A91,A101,4.0,A123,39.0,A143,A152,2.0,A173,2.0,A192,1.0
A14,9.0,A32,A42,3832.0,A61,A72,2.0,A93,A101,2.0,A122,22.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,10.0,A32,A42,1526.0,A61,A75,3.0,A93,A101,4.0,A124,63.0,A143,A153,1.0,A172,2.0,A191,1.0
A12,20.0,A33,A41,7057.0,A65,A74,4.0,A93,A101,4.0,A122,36.0,A141,A151,2.0,A174,1.0,A192,1.0
A11,12.0,A34,A40,2121.0,A61,A74,4.0,A93,A101,3.0,A122,30.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,18.0,A30,A40,3114.0,A61,A72,2.0,A93,A101,3.0,A122,26.0,A143,A151,2.0,A173,1.0,A191,2.0
A12,14.0,A32,A49,1410.0,A63,A75,3.0,A93,A101,2.0,A121,35.0,A143,A152,1.0,A172,1.0,A191,1.0
A12,12.0,A32,A43,7472.0,A65,A74,1.0,A92,A101,2.0,A121,23.0,A143,A151,1.0,A173,1.0,A191,1.0
A12,18.0,A32,A43,1301.0,A61,A75,4.0,A92,A103,4.0,A121,32.0,A143,A152,1.0,A173,1.0,A191,1.0
A13,12.0,A34,A40,939.0,A63,A74,4.0,A93,A101,2.0,A121,27.0,A143,A152,2.0,A173,1.0,A191,2.0
A11,12.0,A32,A40,1223.0,A61,A75,3.0,A93,A101,3.0,A121,46.0,A143,A151,1.0,A174,2.0,A192,2.0
A11,9.0,A34,A40,1364.0,A61,A71,3.0,A93,A101,4.0,A123,59.0,A143,A151,1.0,A174,1.0,A191,1.0
A14,24.0,A32,A40,1469.0,A62,A75,4.0,A94,A101,4.0,A121,41.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,24.0,A32,A41,2978.0,A63,A73,4.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A192,1.0
A11,24.0,A32,A41,2910.0,A61,A74,2.0,A93,A101,1.0,A124,34.0,A141,A153,1.0,A174,1.0,A191,1.0
A14,21.0,A34,A41,3275.0,A61,A75,1.0,A93,A101,4.0,A123,36.0,A143,A152,1.0,A174,1.0,A192,1.0
A14,12.0,A34,A43,930.0,A65,A75,4.0,A93,A101,4.0,A121,65.0,A143,A152,3.0,A173,1.0,A192,1.0
A11,15.0,A32,A42,2578.0,A61,A73,2.0,A92,A101,4.0,A122,22.0,A143,A151,1.0,A173,1.0,A191,1.0
A11,6.0,A32,A40,1203.0,A62,A75,3.0,A93,A101,4.0,A122,43.0,A143,A152,1.0,A172,1.0,A191,1.0
A14,24.0,A32,A49,1528.0,A63,A73,4.0,A93,A101,2.0,A121,32.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,18.0,A33,A49,2169.0,A61,A73,4.0,A94,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A192,2.0
A14,36.0,A32,A43,7409.0,A65,A75,4.0,A93,A101,2.0,A122,37.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,9.0,A32,A43,1413.0,A61,A73,4.0,A93,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,6.0,A34,A43,1382.0,A61,A73,1.0,A92,A101,1.0,A123,28.0,A143,A152,2.0,A173,1.0,A191,1.0
21,12.0,A32,A43,1188.0,A64,A73,4.0,A92,A101,2.0,A121,48.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,6.0,A34,A43,682.0,A62,A74,2.0,A92,A101,3.0,A123,51.0,A143,A152,2.0,A173,1.0,A192,1.0
A12,24.0,A34,A42,4736.0,A61,A72,4.0,A92,A101,2.0,A123,25.0,A141,A152,1.0,A174,1.0,A192,2.0
A14,30.0,A34,A41,7596.0,A65,A75,2.0,A93,A101,4.0,A121,63.0,A143,A153,1.0,A173,1.0,A191,1.0
A11,6.0,A34,A40,654.0,A61,A73,3.0,A94,A101,3.0,A121,28.0,A143,A152,2.0,A171,1.0,A191,1.0
A14,21.0,A32,A49,1572.0,A64,A75,4.0,A92,A101,4.0,A121,50.0,A143,A152,1.0,A173,1.0,A192,1.0
A13,10.0,A32,A44,1225.0,A61,A73,2.0,A93,A101,2.0,A123,37.0,A143,A152,1.0,A173,1.0,A192,1.0
A11,24.0,A31,A42,2483.0,A63,A73,4.0,A93,A101,4.0,A121,22.0,A143,A152,1.0,A173,1.0,A192,1.0
A11,12.0,A32,A42,1258.0,A61,A73,4.0,A92,A101,3.0,A123,22.0,A143,A151,1.0,A172,1.0,A191,2.0
A12,12.0,A32,A40,7472.0,A65,A71,1.0,A91,A101,2.0,A121,24.0,A143,A151,1.0,A171,1.0,A191,1.0
A12,30.0,A31,A42,8386.0,A63,A74,4.0,A93,A101,2.0,A124,49.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,30.0,A33,A49,2764.0,A61,A73,2.0,A92,A101,2.0,A123,26.0,A142,A152,2.0,A173,1.0,A192,1.0
A14,60.0,A33,A43,15653.0,A61,A74,4.0,A93,A101,4.0,A123,21.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,12.0,A34,A43,1240.0,A65,A75,4.0,A93,A101,4.0,A121,38.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,24.0,A32,A43,3430.0,A63,A74,3.0,A93,A101,2.0,A123,31.0,A143,A152,1.0,A173,2.0,A192,1.0
A14,60.0,A34,A40,13756.0,A65,A75,2.0,A93,A101,4.0,A124,63.0,A141,A153,1.0,A174,1.0,A192,1.0
A14,12.0,A32,A42,763.0,A61,A73,4.0,A92,A101,1.0,A121,26.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,10.0,A32,A48,894.0,A65,A74,4.0,A92,A101,3.0,A122,32.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,30.0,A32,A40,4249.0,A61,A73,4.0,A92,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,24.0,A32,A40,7393.0,A65,A7374,4.0,A93,A101,4.0,A122,41.0,A143,A152,2.0,A174,2.0,A192,1.0
A11,24.0,A32,A40,1207.0,A61,A74,4.0,A92,A101,4.0,A122,24.0,A143,A151,1.0,A173,1.0,A191,2.0
A12,14.0,A32,A49,1410.0,A63,A73,2.0,A94,A101,2.0,A122,35.0,A143,A151,1.0,A173,1.0,A192,1.0
A14,27.0,A32,A43,2570.0,A61,A75,3.0,A92,A101,3.0,A121,21.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,24.0,A32,A42,3149.0,A61,A72,4.0,A93,A101,1.0,A124,22.0,A141,A153,1.0,A173,1.0,A191,1.0
A11,24.0,A32,A42,4020.0,A61,A73,2.0,A93,A101,2.0,A123,27.0,A142,A152,1.0,A173,1.0,A191,1.0
A14,12.0,A34,A42,1291.0,A61,A75,4.0,A92,A101,2.0,A122,34.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,48.0,A33,A43,7238.0,A65,A75,3.0,A93,A101,3.0,A123,32.0,A141,A152,2.0,A173,2.0,A191,1.0
A11,12.0,A32,A42,2969.0,A61,A72,1.0,A92,A101,4.0,A122,25.0,A143,A151,1.0,A173,1.0,A191,2.0
A11,24.0,A33,A49,2145.0,A61,A75,4.0,A93,A101,2.0,A123,39.0,A142,A152,2.0,A173,1.0,A192,2.0
A12,14.0,A32,A49,1410.0,A63,A75,1.0,A94,A101,1.0,A121,35.0,A143,A152,1.0,A172,1.0,A191,1.0
A14,24.0,A34,A43,5103.0,A61,A72,3.0,A93,A101,3.0,A124,47.0,A143,A151,3.0,A173,1.0,A192,1.0
A12,9.0,A32,A40,1549.0,A65,A72,4.0,A92,A101,2.0,A122,35.0,A143,A152,1.0,A172,1.0,A191,1.0
A12,6.0,A33,A40,1209.0,A61,A71,4.0,A93,A101,4.0,A122,47.0,A143,A152,1.0,A174,1.0,A192,2.0
A11,24.0,A32,A40,1442.0,A61,A74,4.0,A94,A101,4.0,A123,23.0,A143,A151,1.0,A173,1.0,A191,2.0
A14,24.0,A32,A43,3621.0,A62,A75,4.0,A93,A101,4.0,A123,31.0,A143,A152,2.0,A174,1.0,A192,1.0
A14,18.0,A32,A43,2620.0,A61,A73,3.0,A93,A103,2.0,A121,34.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,12.0,A34,A42,2028.0,A61,A75,4.0,A93,A101,2.0,A122,30.0,A143,A152,2.0,A172,1.0,A191,1.0
A12,36.0,A31,A41,9283.0,A61,A71,1.0,A92,A101,2.0,A124,55.0,A141,A153,1.0,A174,1.0,A191,1.0
A13,27.0,A32,A49,2687.0,A61,A74,2.0,A93,A101,2.0,A123,26.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,12.0,A32,A40,1372.0,A64,A74,2.0,A91,A101,3.0,A121,36.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,6.0,A34,A40,1333.0,A61,A73,4.0,A93,A101,2.0,A121,46.0,A143,A152,2.0,A173,2.0,A191,1.0
A14,6.0,A34,A43,1554.0,A61,A74,1.0,A92,A101,2.0,A123,24.0,A143,A151,2.0,A173,1.0,A192,1.0
A12,12.0,A32,A43,1584.0,A65,A73,4.0,A94,A101,2.0,A121,25.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,24.0,A32,A40,2223.0,A62,A75,4.0,A93,A101,2.0,A122,52.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,18.0,A34,A40,1055.0,A61,A72,3.0,A92,A101,2.0,A122,30.0,A143,A152,2.0,A174,1.0,A192,1.0
A11,24.0,A31,A40,1193.0,A61,A71,2.0,A92,A102,4.0,A124,29.0,A143,A151,2.0,A171,1.0,A191,2.0
A11,18.0,A32,A40,1216.0,A61,A72,4.0,A94,A101,3.0,A121,22.0,A143,A151,1.0,A173,1.0,A191,2.0
A14,12.0,A32,A40,1418.0,A62,A72,4.0,A93,A101,3.0,A123,35.0,A143,A152,1.0,A174,1.0,A192,1.0
A14,18.0,A34,A40,1055.0,A61,A72,4.0,A92,A101,3.0,A122,30.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,27.0,A33,A43,2570.0,A61,A73,4.0,A93,A101,2.0,A122,21.0,A143,A151,2.0,A173,1.0,A191,2.0
A14,18.0,A30,A49,4165.0,A61,A73,2.0,A93,A101,2.0,A123,36.0,A142,A152,2.0,A173,1.0,A191,2.0
A13,30.0,A32,A49,2687.0,A61,A74,2.0,A93,A101,2.0,A123,26.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,9.0,A32,A40,1549.0,A65,A72,4.0,A92,A101,1.0,A121,45.0,A143,A152,1.0,A171,1.0,A191,1.0
A12,12.0,A32,A42,2762.0,A65,A75,1.0,A92,A101,2.0,A123,25.0,A141,A152,1.0,A173,1.0,A192,2.0
A12,48.0,A30,A49,12204.0,A65,A73,2.0,A93,A101,4.0,A123,36.0,A141,A152,1.0,A174,1.0,A192,1.0
A14,10.0,A34,A40,2578.0,A64,A73,2.0,A93,A101,3.0,A121,32.0,A143,A152,2.0,A173,2.0,A191,1.0
A14,24.0,A32,A41,3488.0,A62,A74,3.0,A92,A101,4.0,A123,23.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,36.0,A33,A49,3915.0,A65,A73,4.0,A93,A101,2.0,A123,25.0,A143,A152,2.0,A173,2.0,A192,2.0
A14,18.0,A34,A46,6761.0,A61,A73,2.0,A93,A101,4.0,A124,68.0,A143,A153,2.0,A174,1.0,A192,2.0
A12,7.0,A32,A43,2415.0,A61,A73,3.0,A93,A103,2.0,A121,34.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,9.0,A34,A42,2118.0,A61,A73,2.0,A92,A101,2.0,A123,27.0,A143,A151,2.0,A172,1.0,A191,1.0
A13,24.0,A32,A42,1377.0,A63,A73,1.0,A92,A101,4.0,A122,47.0,A143,A152,1.0,A173,1.0,A192,1.0
A11,12.0,A32,A40,1228.0,A61,A73,3.0,A92,A101,4.0,A122,24.0,A143,A151,1.0,A172,1.0,A191,2.0
A14,24.0,A32,A43,1231.0,A62,A75,4.0,A93,A101,4.0,A122,32.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,12.0,A32,A43,1092.0,A61,A74,4.0,A93,A103,3.0,A121,49.0,A143,A152,3.0,A173,1.0,A191,1.0
A12,21.0,A31,A42,2333.0,A63,A72,4.0,A93,A101,1.0,A124,30.0,A141,A153,1.0,A174,1.0,A191,1.0
A13,12.0,A32,A43,1445.0,A61,A74,2.0,A93,A103,4.0,A121,49.0,A141,A152,1.0,A172,1.0,A191,1.0
A14,18.0,A32,A45,1943.0,A61,A73,4.0,A92,A101,4.0,A121,23.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,18.0,A31,A40,1442.0,A61,A74,4.0,A93,A101,4.0,A124,32.0,A143,A153,2.0,A173,2.0,A191,2.0
A12,48.0,A32,A43,3979.0,A65,A74,4.0,A93,A101,2.0,A121,37.0,A143,A152,1.0,A173,2.0,A192,1.0
A11,21.0,A32,A40,2353.0,A61,A71,1.0,A92,A101,4.0,A122,47.0,A143,A151,1.0,A173,1.0,A191,1.0
A14,12.0,A32,A43,2978.0,A63,A75,2.0,A93,A101,1.0,A121,32.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,10.0,A34,A42,2146.0,A61,A72,2.0,A92,A101,3.0,A121,23.0,A143,A151,2.0,A173,1.0,A191,1.0
A14,30.0,A34,A43,5954.0,A61,A74,3.0,A93,A101,2.0,A123,38.0,A143,A152,1.0,A173,1.0,A191,1.0
A13,6.0,A34,A40,1343.0,A65,A73,1.0,A93,A101,2.0,A121,46.0,A143,A152,2.0,A173,2.0,A192,1.0
A14,24.0,A32,A43,2394.0,A65,A72,3.0,A94,A101,4.0,A123,25.0,A143,A151,1.0,A173,1.0,A191,1.0
A13,6.0,A33,A43,683.0,A61,A72,1.0,A93,A101,2.0,A123,29.0,A141,A152,2.0,A173,1.0,A191,1.0
A11,18.0,A34,A46,1864.0,A61,A73,4.0,A92,A101,2.0,A121,30.0,A143,A152,2.0,A173,1.0,A191,2.0
A12,48.0,A32,A49,15672.0,A61,A74,3.0,A93,A101,2.0,A123,23.0,A143,A152,1.0,A173,1.0,A192,2.0
A12,12.0,A32,A42,2028.0,A61,A72,1.0,A92,A101,1.0,A122,30.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,24.0,A33,A43,1659.0,A61,A72,4.0,A92,A101,2.0,A122,29.0,A143,A152,1.0,A173,1.0,A192,2.0
A14,12.0,A34,A40,619.0,A61,A75,4.0,A93,A101,4.0,A123,46.0,A143,A152,2.0,A174,1.0,A192,2.0
A14,13.0,A32,A43,2390.0,A65,A75,4.0,A93,A101,4.0,A123,50.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,12.0,A34,A42,1592.0,A64,A74,3.0,A92,A101,2.0,A122,35.0,A143,A152,2.0,A172,1.0,A191,1.0
A14,60.0,A33,A43,15653.0,A61,A73,2.0,A93,A101,4.0,A124,21.0,A143,A153,1.0,A173,1.0,A191,1.0
A14,21.0,A34,A40,2319.0,A61,A72,2.0,A92,A101,1.0,A123,33.0,A143,A151,2.0,A173,1.0,A191,2.0
A12,12.0,A32,A48,754.0,A65,A75,4.0,A93,A101,4.0,A122,38.0,A143,A152,4.0,A173,1.0,A191,1.0
A11,42.0,A32,A43,7166.0,A65,A74,2.0,A94,A101,4.0,A122,29.0,A143,A151,1.0,A173,1.0,A192,1.0
A14,21.0,A34,A40,2775.0,A61,A74,2.0,A92,A101,2.0,A123,34.0,A141,A152,2.0,A173,1.0,A192,2.0
A11,6.0,A32,A40,1374.0,A65,A71,3.0,A92,A101,4.0,A122,75.0,A143,A152,1.0,A171,1.0,A192,1.0
A14,12.0,A34,A43,2315.0,A63,A75,4.0,A93,A101,4.0,A121,52.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,30.0,A33,A49,4272.0,A62,A73,2.0,A93,A101,2.0,A122,26.0,A143,A152,2.0,A172,1.0,A191,1.0
A11,24.0,A32,A41,1755.0,A61,A74,3.0,A93,A101,4.0,A124,61.0,A143,A153,1.0,A172,1.0,A192,1.0
A12,18.0,A30,A49,3590.0,A61,A71,3.0,A93,A101,2.0,A123,40.0,A143,A152,3.0,A174,2.0,A192,1.0
A14,15.0,A34,A43,1478.0,A65,A73,4.0,A94,A101,4.0,A123,27.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,12.0,A34,A42,2028.0,A61,A73,2.0,A93,A101,2.0,A121,30.0,A143,A152,1.0,A172,1.0,A191,1.0
A14,12.0,A34,A43,717.0,A61,A75,4.0,A93,A101,4.0,A121,52.0,A143,A152,2.0,A173,1.0,A192,1.0
A12,12.0,A32,A40,1242.0,A61,A72,2.0,A92,A101,1.0,A121,33.0,A143,A152,1.0,A172,1.0,A191,2.0
A14,24.0,A34,A41,2197.0,A65,A74,4.0,A93,A101,4.0,A123,43.0,A143,A152,2.0,A174,1.0,A192,1.0
A14,36.0,A32,A43,2299.0,A63,A75,4.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,6.0,A34,A43,1554.0,A61,A74,1.0,A92,A101,2.0,A123,24.0,A143,A151,1.0,A173,1.0,A192,1.0
A11,15.0,A32,A40,1274.0,A61,A72,2.0,A92,A101,1.0,A121,32.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,12.0,A32,A42,1282.0,A61,A73,4.0,A92,A101,2.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,24.0,A34,A43,2872.0,A62,A75,3.0,A93,A101,4.0,A121,36.0,A143,A152,1.0,A173,2.0,A192,1.0
A11,18.0,A32,A42,2899.0,A61,A75,4.0,A92,A101,4.0,A122,43.0,A143,A151,1.0,A173,1.0,A191,1.0
A14,12.0,A34,A43,976.0,A65,A75,4.0,A93,A101,4.0,A123,35.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,24.0,A32,A41,3812.0,A65,A74,2.0,A93,A101,4.0,A123,39.0,A143,A152,1.0,A174,1.0,A192,1.0
A12,9.0,A32,A43,1534.0,A61,A72,3.0,A94,A101,2.0,A121,23.0,A143,A151,1.0,A173,1.0,A191,2.0
A14,24.0,A34,A41,2578.0,A64,A75,3.0,A93,A101,2.0,A123,34.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,12.0,A34,A46,2096.0,A61,A74,2.0,A93,A101,4.0,A121,49.0,A143,A151,1.0,A172,2.0,A191,1.0
A12,30.0,A33,A40,8386.0,A61,A74,2.0,A92,A101,2.0,A122,49.0,A143,A152,2.0,A173,1.0,A191,2.0
A12,20.0,A34,A41,7057.0,A65,A75,4.0,A93,A101,4.0,A124,36.0,A141,A153,2.0,A174,2.0,A192,1.0
A11,24.0,A31,A42,2483.0,A63,A73,2.0,A93,A101,4.0,A123,22.0,A142,A152,1.0,A173,1.0,A192,1.0
A14,15.0,A32,A40,1418.0,A62,A73,3.0,A93,A101,2.0,A121,35.0,A143,A151,1.0,A172,1.0,A191,1.0
A14,6.0,A34,A43,1534.0,A63,A73,2.0,A94,A101,1.0,A123,26.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,18.0,A34,A41,3850.0,A61,A74,3.0,A93,A101,2.0,A123,27.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,24.0,A32,A40,1309.0,A65,A74,4.0,A93,A103,3.0,A122,27.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,6.0,A32,A48,1238.0,A65,A71,4.0,A93,A101,1.0,A122,36.0,A143,A152,1.0,A174,2.0,A192,1.0
A11,18.0,A32,A40,1216.0,A61,A72,4.0,A92,A101,3.0,A123,23.0,A143,A151,1.0,A173,1.0,A192,2.0
A14,12.0,A32,A43,2279.0,A65,A73,4.0,A93,A101,4.0,A124,37.0,A143,A153,1.0,A173,1.0,A192,1.0
A14,24.0,A34,A43,5103.0,A61,A72,2.0,A94,A101,3.0,A122,47.0,A143,A152,3.0,A173,1.0,A192,1.0
A11,18.0,A31,A42,1553.0,A61,A73,4.0,A93,A101,3.0,A123,22.0,A141,A152,1.0,A173,1.0,A192,2.0
A14,15.0,A32,A44,874.0,A65,A72,4.0,A92,A101,1.0,A121,24.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,24.0,A34,A40,1287.0,A65,A75,4.0,A92,A101,4.0,A121,37.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,30.0,A32,A43,3844.0,A62,A73,4.0,A92,A101,4.0,A121,34.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,18.0,A30,A49,4165.0,A61,A73,2.0,A93,A101,2.0,A123,36.0,A143,A152,2.0,A173,2.0,A191,2.0
A14,12.0,A32,A42,1592.0,A61,A74,3.0,A92,A101,2.0,A122,35.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,6.0,A34,A43,1594.0,A64,A74,2.0,A94,A101,2.0,A121,44.0,A143,A152,2.0,A172,1.0,A191,1.0
A12,9.0,A32,A43,790.0,A61,A73,4.0,A92,A101,3.0,A121,64.0,A143,A152,1.0,A172,1.0,A191,1.0
A12,48.0,A32,A41,4576.0,A62,A71,1.0,A92,A101,4.0,A122,27.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,24.0,A34,A42,3777.0,A64,A73,4.0,A93,A101,4.0,A121,50.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,24.0,A33,A43,6403.0,A61,A72,1.0,A93,A101,2.0,A123,43.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,48.0,A31,A49,6416.0,A61,A75,4.0,A93,A101,3.0,A124,59.0,A143,A151,1.0,A173,1.0,A191,2.0
A11,48.0,A31,A49,7685.0,A61,A74,4.0,A93,A103,1.0,A123,37.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,6.0,A32,A43,2578.0,A64,A75,1.0,A91,A101,1.0,A121,55.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,24.0,A32,A43,3758.0,A63,A71,1.0,A92,A101,4.0,A124,23.0,A143,A151,1.0,A171,1.0,A191,1.0
A11,9.0,A32,A40,654.0,A61,A73,4.0,A93,A101,3.0,A123,28.0,A143,A152,1.0,A172,1.0,A191,2.0
A12,24.0,A34,A49,2825.0,A65,A74,4.0,A93,A101,3.0,A124,34.0,A143,A152,2.0,A173,2.0,A192,1.0
A11,36.0,A32,A41,1842.0,A61,A72,4.0,A92,A102,4.0,A124,34.0,A143,A153,1.0,A173,1.0,A192,2.0
A11,36.0,A34,A43,5371.0,A61,A73,4.0,A93,A103,3.0,A122,28.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,30.0,A34,A43,1867.0,A65,A75,4.0,A93,A101,4.0,A123,58.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,42.0,A32,A43,7174.0,A65,A74,4.0,A94,A101,3.0,A123,30.0,A141,A152,1.0,A174,1.0,A192,2.0
A13,24.0,A33,A40,1344.0,A65,A73,4.0,A93,A101,2.0,A121,37.0,A141,A152,2.0,A173,2.0,A192,2.0
A14,6.0,A34,A40,6761.0,A61,A74,2.0,A93,A101,3.0,A124,45.0,A143,A152,2.0,A174,1.0,A192,1.0
A11,24.0,A31,A40,1393.0,A61,A72,4.0,A93,A101,2.0,A123,35.0,A143,A152,1.0,A174,1.0,A191,1.0
A14,18.0,A34,A41,5801.0,A65,A75,2.0,A93,A101,4.0,A122,49.0,A143,A151,1.0,A173,1.0,A192,1.0
A11,36.0,A32,A42,3959.0,A61,A73,4.0,A93,A103,2.0,A122,29.0,A143,A152,1.0,A173,1.0,A192,2.0
A12,15.0,A32,A45,1514.0,A61,A73,4.0,A92,A103,4.0,A123,22.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,24.0,A31,A43,1546.0,A61,A74,4.0,A93,A103,3.0,A121,24.0,A143,A151,1.0,A172,1.0,A191,2.0
A11,36.0,A33,A46,6887.0,A61,A73,4.0,A93,A101,3.0,A122,29.0,A142,A152,1.0,A173,1.0,A192,2.0
A12,6.0,A32,A43,1209.0,A62,A75,1.0,A92,A101,4.0,A122,36.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,12.0,A32,A43,1534.0,A61,A72,4.0,A94,A101,1.0,A121,23.0,A143,A151,1.0,A173,1.0,A191,2.0
A12,6.0,A32,A45,454.0,A61,A72,3.0,A94,A101,1.0,A122,22.0,A143,A152,1.0,A172,1.0,A191,1.0
A11,24.0,A33,A40,4870.0,A61,A73,3.0,A92,A101,4.0,A124,53.0,A143,A153,2.0,A173,2.0,A191,2.0
A14,9.0,A34,A42,2146.0,A61,A72,1.0,A92,A101,4.0,A121,23.0,A143,A151,2.0,A173,1.0,A191,1.0
A11,12.0,A32,A40,1274.0,A61,A72,3.0,A92,A101,1.0,A121,37.0,A143,A152,1.0,A172,1.0,A191,2.0
A14,24.0,A34,A41,2858.0,A63,A75,3.0,A93,A101,4.0,A123,32.0,A143,A152,1.0,A174,1.0,A192,1.0
A14,36.0,A34,A46,3835.0,A61,A75,4.0,A93,A101,2.0,A123,45.0,A143,A152,2.0,A172,1.0,A192,1.0
A14,6.0,A32,A43,3448.0,A61,A74,4.0,A92,A101,4.0,A123,74.0,A143,A152,1.0,A172,1.0,A191,1.0
A11,24.0,A32,A43,1282.0,A62,A73,4.0,A92,A101,2.0,A123,32.0,A143,A152,1.0,A172,1.0,A191,2.0
A14,36.0,A33,A40,1503.0,A65,A73,4.0,A92,A101,2.0,A123,41.0,A143,A152,2.0,A173,1.0,A191,1.0
